author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex,lastname,ntitle
"Кудряшова, С.",Добрый день,NA,1956-01-01,15000,TRUE,FALSE,FALSE,NA,Краснодар,ж,Кудряшова,добрый день
"Марченко, Т.",Вася-василёк,NA,1956-01-01,15000,TRUE,FALSE,FALSE,NA,Краснодар,м,Марченко,вася василек
"Мастеренко, В.",Рассказы Кости Коробейникова,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Новосибирск,м,Мастеренко,рассказы кости коробейникова
"Матвеев, Г.",Семнадцатилетние,NA,1956-01-01,100000,FALSE,FALSE,TRUE,NA,Москва,м,Матвеев,семнадцатилетние
Махров. К.,Старшеклассники,NA,1956-01-01,30000,FALSE,TRUE,FALSE,NA,Свердловск,м,Махров,старшеклассники
"Мелибеев, П.",Если рядом друзья,NA,1956-01-01,30000,FALSE,TRUE,TRUE,NA,Ставрополь,м,Мелибеев,если рядом друзья
"Московкин, В.",Валерка и его друзья,NA,1956-01-01,15000,TRUE,TRUE,FALSE,NA,Ярославль,м,Московкин,валерка и его друзья
"Мошковский, А.",Полёт не отменяется,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Москва,м,Мошковский,полет не отменяется
"Мясников, В.",Юра в Жигулях,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Куйбышев,м,Мясников,юра в жигулях
"Нечаев, М.",Лёвик,NA,1956-01-01,15000,TRUE,FALSE,FALSE,NA,Пенза,м,Нечаев,левик
"Павлова, Е.",Славик и Леня,NA,1956-01-01,30000,TRUE,TRUE,FALSE,NA,Кострома,ж,Павлова,славик и леня
"Панова, В.",Сережа,NA,1956-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,ж,Панова,сережа
"Пистоленко, В.",Товарищи,NA,1956-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,м,Пистоленко,товарищи
"Портнова, В.",Ромка,NA,1956-01-01,65000,TRUE,FALSE,FALSE,NA,Сталино,ж,Портнова,ромка
Раковская. Н.,Школьная парта,NA,1956-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,ж,Раковская,школьная парта
"Румянцев, А.",Под алой звёздочкой,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Кострома,м,Румянцев,под алой звездочкой
"Рязанова, Е.",На пороге юности,NA,1956-01-01,15000,FALSE,TRUE,FALSE,NA,Саратов,ж,Рязанова,на пороге юности
"Сальников, Ю.",Экзамен Гали Перфильевой,NA,1956-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,м,Сальников,экзамен гали перфильевой
"Сергеев, П.",Смелые ребята,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Сталинград,м,Сергеев,смелые ребята
"Скорняков, А.",Приятели,NA,1956-01-01,25000,TRUE,TRUE,FALSE,NA,Пенза,м,Скорняков,приятели
"Фраерман, Р.",Непоседа,NA,1956-01-01,300000,TRUE,FALSE,FALSE,NA,Москва,м,Фраерман,непоседа
"Ширяева, А.",Одноклассники,NA,1956-01-01,30000,FALSE,TRUE,FALSE,NA,Сталинград,м,Ширяева,одноклассники
"Ющенко, В.",Егорка,NA,1956-01-01,25000,FALSE,TRUE,FALSE,NA,Воронеж,м,Ющенко,егорка
"Азбукин, Б.",Пять колодезей,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,м,Азбукин,пять колодезей
"Александровский, В.",Когда нам семнадцать…,NA,1957-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,м,Александровский,когда нам семнадцать
"Аристова, И.",Трудный вопрос,NA,1957-01-01,15000,FALSE,FALSE,TRUE,NA,Куйбышев,ж,Аристова,трудный вопрос
"Бакинский, В.",Ученические годы Андрея Шабанова,NA,1957-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,м,Бакинский,ученические годы андрея шабанова
"Бараташвили, Б.",Весёлые друзья,NA,1957-01-01,75000,TRUE,FALSE,FALSE,NA,Смоленск,м,Бараташвили,веселые друзья
"Баруздин, С.",Ласточкин младший и Ласточкин старший,NA,1957-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,м,Баруздин,ласточкин младший и ласточкин старший
"Бондаренко, И.",В осаждённом городе,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,м,Бондаренко,в осажденном городе
"Бондарин, С.",Ваня Золушкин,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,м,Бондарин,ваня золушкин
"Бухарин, В.",Первая книга,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Курск,м,Бухарин,первая книга
"Вадецкий, Б.",Память сердца,NA,1957-01-01,90000,FALSE,FALSE,TRUE,NA,Москва,м,Вадецкий,память сердца
"Валевский, А.",Наследники Тимура,NA,1957-01-01,30000,FALSE,TRUE,TRUE,NA,Москва,м,Валевский,наследники тимура
"Василенко, И.",Зоя и Петька,NA,1957-01-01,300000,TRUE,FALSE,FALSE,NA,Москва,м,Василенко,зоя и петька
"Винников, В.",Детство моряка,NA,1957-01-01,15000,FALSE,TRUE,TRUE,NA,Симферополь,м,Винников,детство моряка
"Гайдар, А.",Сульба барабанщика,NA,1957-01-01,100000,FALSE,TRUE,TRUE,NA,Ярославль,м,Гайдар,сульба барабанщика
"Горулев, Н.",Друзья-товарищи,NA,1957-01-01,50000,FALSE,FALSE,TRUE,NA,Минск,м,Горулев,друзья товарищи
"Граевский, А.",Поиски знаменитостей,NA,1957-01-01,25000,FALSE,TRUE,FALSE,NA,Пермь,м,Граевский,поиски знаменитостей
"Гринберг, А.",В семье Ульяновых,NA,1957-01-01,115000,FALSE,TRUE,FALSE,NA,Москва,ж,Гринберг,в семье ульяновых
"Донская, К.",Катино детство,NA,1957-01-01,15000,TRUE,TRUE,FALSE,NA,Курск,ж,Донская,катино детство
"Жестев, М.",Приключения маленького тракториста,NA,1957-01-01,30000,FALSE,TRUE,TRUE,NA,Москва,м,Жестев,приключения маленького тракториста
"Захаров, П.",Каникулы,NA,1957-01-01,15000,FALSE,TRUE,FALSE,NA,Смоленск,м,Захаров,каникулы
"Зобнин, О.",Неразлучные друзья,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Москва,м,Зобнин,неразлучные друзья
"Зотов, А.",Сережино наследство,NA,1957-01-01,30000,FALSE,FALSE,TRUE,NA,Куйбышев,м,Зотов,сережино наследство
"Иванов, В.",Товарищи,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Красноярск,м,Иванов,товарищи
"Квин, Л.",Озорники,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Новосибирск,м,Квин,озорники
"Козлов, И.",Детство,NA,1957-01-01,30000,FALSE,TRUE,TRUE,NA,Симферополь,м,Козлов,детство
"Колтунов, Г.",Леня,NA,1957-01-01,25000,TRUE,FALSE,FALSE,NA,Воронеж,м,Колтунов,леня
"Коноплин, Н.",Никита-музыкант,NA,1957-01-01,25000,TRUE,FALSE,FALSE,NA,Воронеж,м,Коноплин,никита музыкант
"Конторович, Л.",Колька и Наташа,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Челябинск,м,Конторович,колька и наташа
"Крушинский, С.",Ян и Яна,NA,1957-01-01,300000,TRUE,FALSE,FALSE,NA,Москва,м,Крушинский,ян и яна
"Кршижановская, Е.",Младший брат,NA,1957-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,ж,Кршижановская,младший брат
"Ломазов, Л.",Друзья Чаре,NA,1957-01-01,30000,TRUE,TRUE,FALSE,NA,Киев,м,Ломазов,друзья чаре
"Медведев, Е.",Ледяночка,NA,1957-01-01,30000,TRUE,FALSE,FALSE,NA,Новосибирск,м,Медведев,ледяночка
"Михеев, М.","Капитаны 8 ""А""",NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Новосибирск,М,Михеев,капитаны 8 а
"Печерский, Н.",Моя золотая радуга,NA,1957-01-01,30000,TRUE,TRUE,FALSE,NA,Иркутск,М,Печерский,моя золотая радуга
"Полоцкая, С.","Ученица 10 ""А""",NA,1957-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,ж,Полоцкая,ученица 10 а
"Рябинин, Б.",Пионерский подарок,NA,1957-01-01,80000,FALSE,TRUE,FALSE,NA,Москва,м,Рябинин,пионерский подарок
"Рябинин, Б.",Рассказы о верном друге,NA,1957-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,м,Рябинин,рассказы о верном друге
"Рязанова, Е.",День рождения,NA,1957-01-01,30000,TRUE,TRUE,FALSE,NA,Москва,ж,Рязанова,день рождения
"Сальников, Ю.",Разговор о Герое,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Новосибирск,М,Сальников,разговор о герое
"Тайц, Я.",Всадник,NA,1957-01-01,NA,TRUE,FALSE,FALSE,NA,Москва,М,Тайц,всадник
"Тартаковский, Б.",Пётр Ясько и его отряд,NA,1957-01-01,100000,FALSE,TRUE,TRUE,NA,Москва,м,Тартаковский,петр ясько и его отряд
"Ткачев, П.",Федька Куприян,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Куйбышев,м,Ткачев,федька куприян
"Успенский, Г.",Васька-путешественник,NA,1957-01-01,100000,TRUE,TRUE,FALSE,NA,Ленинград,м,Успенский,васька путешественник
"Успенский, В.",Второе поколение,NA,1957-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,м,Успенский,второе поколение
"Устинович, Н.",Таёжные рассказы,NA,1957-01-01,75000,FALSE,TRUE,TRUE,NA,Москва,м,Устинович,таежные рассказы
"Федосеев, Гр.",Тропою испытаний,NA,1957-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,м,Федосеев,тропою испытаний
"Хмелик, А.",Колька отдыхает,NA,1957-01-01,50000,FALSE,TRUE,FALSE,NA,Москва,м,Хмелик,колька отдыхает
"Шаров, А.",Маленькие становятся большими,NA,1957-01-01,30000,TRUE,TRUE,FALSE,NA,Москва,м,Шаров,маленькие становятся большими
"Ширяева, Г.",Новенькая,NA,1957-01-01,15000,TRUE,FALSE,FALSE,NA,Саратов,ж,Ширяева,новенькая
"Алексин, А.",Необычайные похождения Севы Котлова,NA,1958-01-01,165000,FALSE,FALSE,TRUE,NA,Москва,М,Алексин,необычайные похождения севы котлова
"Алфимов, Е.",Дорога домой,NA,1958-01-01,100000,TRUE,TRUE,FALSE,NA,Смоленск,М,Алфимов,дорога домой
"Артюхова, Н.",Светлана,NA,1958-01-01,75000,FALSE,FALSE,TRUE,NA,Москва,Ж,Артюхова,светлана
"Астафьев, В.",Тёплый дождь,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,М,Астафьев,теплый дождь
"Баруздин, С.",Про Светлану,NA,1958-01-01,50000,TRUE,TRUE,FALSE,NA,Минск,М,Баруздин,про светлану
"Бременер, М.",Лешкина переэкзаменовка,NA,1958-01-01,500000,TRUE,FALSE,FALSE,NA,Москва,М,Бременер,лешкина переэкзаменовка
"Верейская, Е.",Три девочки. История одной квартиры.,NA,1958-01-01,115000,FALSE,TRUE,FALSE,NA,Ленинград,Ж,Верейская,три девочки история одной квартиры
"Волошин, А.",Павлушка,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Кемерово,М,Волошин,павлушка
"Диковский, С.",Патриоты,NA,1958-01-01,50000,FALSE,TRUE,FALSE,NA,Москва,М,Диковский,патриоты
"Достян, Р.",Два человека,NA,1958-01-01,30000,FALSE,TRUE,TRUE,NA,Ленинград,Ж,Достян,два человека
"Дубов, Н.",Сирота,NA,1958-01-01,50000,FALSE,FALSE,TRUE,NA,Киев,М,Дубов,сирота
"Дудников, Д.",Вовка,NA,1958-01-01,45000,TRUE,FALSE,FALSE,NA,Краснодар,М,Дудников,вовка
"Заботин, И.",Скоро в школу,NA,1958-01-01,15000,TRUE,FALSE,FALSE,NA,Казань,М,Заботин,скоро в школу
"Иванов, И.",Гришкино ученье,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Свердловск,М,Иванов,гришкино ученье
"Кожевников, В.",Заре навстречу,NA,1958-01-01,200000,FALSE,TRUE,FALSE,NA,Москва,М,Кожевников,заре навстречу
"Колосов, М.",Мальчишка,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Курск,М,Колосов,мальчишка
"Кудряшова, С.",Мальчишки и девчонки,NA,1958-01-01,45000,FALSE,TRUE,FALSE,NA,Краснодар,Ж,Кудряшова,мальчишки и девчонки
"Лагин, Л.",Старик Хоттабыч,NA,1958-01-01,100000,TRUE,TRUE,FALSE,NA,Москва,М,Лагин,старик хоттабыч
"Левин, Б.",По затерянным следам,NA,1958-01-01,100000,FALSE,TRUE,FALSE,NA,Харьков,М,Левин,по затерянным следам
"Левченко, Н.",Минька,NA,1958-01-01,5000,TRUE,FALSE,FALSE,NA,Махачкала,М,Левченко,минька
"Лясковский, В.",Как Тимошка бычков ловил,NA,1958-01-01,215000,TRUE,FALSE,FALSE,NA,Киев,М,Лясковский,как тимошка бычков ловил
"Малевинский, Ю.",Андрейкины рассказы. Первый день,NA,1958-01-01,15000,TRUE,FALSE,FALSE,NA,Казань,М,Малевинский,андрейкины рассказы первый день
"Мамушин, В.",Товарищи помогли,NA,1958-01-01,5000,FALSE,TRUE,FALSE,NA,Иваново,М,Мамушин,товарищи помогли
"Матвеев, Г.",Тарантул,NA,1958-01-01,20000,FALSE,TRUE,TRUE,NA,Алма-Ата,М,Матвеев,тарантул
"Матюшин, М.",В большой семье,NA,1958-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,М,Матюшин,в большой семье
"Медведев, Е.",Маринка,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Барнаул,М,Медведев,маринка
"Медякова, Е.",Лев и Бобик,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Свердловск,Ж,Медякова,лев и бобик
"Мелентьев, В.",Солнце над школой,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Иваново,М,Мелентьев,солнце над школой
"Минутко, И.",Жизнь и криключения Кубышки,NA,1958-01-01,75000,TRUE,TRUE,FALSE,NA,Тула,М,Минутко,жизнь и криключения кубышки
"Могилевская, С.",Марка страны Гонделупы,NA,1958-01-01,100000,TRUE,FALSE,FALSE,NA,Москва,Ж,Могилевская,марка страны гонделупы
"Москвин, Н.",Лето летающих,NA,1958-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,М,Москвин,лето летающих
"Мостовский, П.",На каникулах,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,М,Мостовский,на каникулах
"Нагибин, Ю.",На озере Великом,NA,1958-01-01,500000,TRUE,FALSE,FALSE,NA,Москва,М,Нагибин,на озере великом
"Нагибин, Ю.",Трудное счастье,NA,1958-01-01,75000,FALSE,FALSE,TRUE,NA,Москва,М,Нагибин,трудное счастье
"Незлобин, Н.",Кругосветная сумка,NA,1958-01-01,700000,TRUE,FALSE,FALSE,NA,Москва,М,Незлобин,кругосветная сумка
"Никитин, С.",Дорогой чести,NA,1958-01-01,150000,FALSE,TRUE,TRUE,NA,Москва,М,Никитин,дорогой чести
"Никонов, Н.",Мальчишки и девчонки,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Свердловск,М,Никонов,мальчишки и девчонки
"Носов, Н.",Веселые рассказы и повести,NA,1958-01-01,100000,TRUE,FALSE,FALSE,NA,Москва,М,Носов,веселые рассказы и повести
"Носов, Е.",На рыбачьей тропе,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Курск,М,Носов,на рыбачьей тропе
"Овечкин, А.",Подвиг сигналиста,NA,1958-01-01,2000,FALSE,TRUE,FALSE,NA,Минск,М,Овечкин,подвиг сигналиста
"Окский, Г.",Необыкновенная встреча,NA,1958-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,М,Окский,необыкновенная встреча
"Омбыш-Кузнецов, С.",Тимкино призвание,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Иркутск,М,Омбыш,тимкино призвание
"Осеева, В.",Отцовская куртка,NA,1958-01-01,400000,TRUE,FALSE,FALSE,NA,Москва,Ж,Осеева,отцовская куртка
"Осинин, Н.",Солнечный дождик,NA,1958-01-01,30000,TRUE,TRUE,FALSE,NA,Новосибирск,М,Осинин,солнечный дождик
"Павленко, П.",Мальчик с Остоженки,NA,1958-01-01,150000,TRUE,FALSE,FALSE,NA,Москва,М,Павленко,мальчик с остоженки
"Павлов, Н.",Рассказы о Вадике и Жене,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Барнаул,М,Павлов,рассказы о вадике и жене
"Павлова, Е.",Находка,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Кострома,Ж,Павлова,находка
"Павлова, Н.",У всякой пташки свои замашки,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,Ж,Павлова,у всякой пташки свои замашки
"Пантелеев, И.",Щука,NA,1958-01-01,10000,TRUE,FALSE,FALSE,NA,Абакан,М,Пантелеев,щука
"Парыгина, Н.",Что сердцу дорого,NA,1958-01-01,15000,FALSE,TRUE,TRUE,NA,Москва,Ж,Парыгина,что сердцу дорого
"Пасько, С.",Моя летняя тетрадь,NA,1958-01-01,10000,FALSE,TRUE,FALSE,NA,Кишинев,М,Пасько,моя летняя тетрадь
"Паустовский, К.",Жильцы старого дома,NA,1958-01-01,50000,FALSE,TRUE,FALSE,NA,Москва,М,Паустовский,жильцы старого дома
"Первенцев, А.",Шестнадцатая весна,NA,1958-01-01,165000,FALSE,TRUE,FALSE,NA,Москва,М,Первенцев,шестнадцатая весна
"Пермитин, Е.",Раннее утро,NA,1958-01-01,90000,FALSE,TRUE,TRUE,NA,Москва,М,Пермитин,раннее утро
"Пермяк, Е.",Тонкая струна,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,М,Пермяк,тонкая струна
"Печерский, Н.",Генка Пыжов - первый житель Братска,NA,1958-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,М,Печерский,генка пыжов первый житель братска
"Погодин, Р.",Кирпичные острова,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Ленинград,М,Погодин,кирпичные острова
"Прокофьев, Д.",Как арестовали куртку,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Москва,М,Прокофьев,как арестовали куртку
"Пушкарев, Г.",Тайга расскажет,NA,1958-01-01,15000,TRUE,TRUE,FALSE,NA,Томск,М,Пушкарев,тайга расскажет
"Радовский, И.",Необыкновенные приключения Галочки с волшебной палочкой,NA,1958-01-01,90000,TRUE,FALSE,FALSE,NA,Новосибирск,М,Радовский,необыкновенные приключения галочки с волшебной палочкой
"Романченко, О.",Отрядный почтальон,NA,1958-01-01,100000,TRUE,FALSE,FALSE,NA,Тула,Ж,Романченко,отрядный почтальон
"Рыбаков, А.",Бронзовая птица,NA,1958-01-01,50000,FALSE,TRUE,FALSE,NA,Минск,М,Рыбаков,бронзовая птица
"Рябинин, Б.",Алые гребешки,NA,1958-01-01,70000,FALSE,TRUE,FALSE,NA,Москва,М,Рябинин,алые гребешки
"Семин, Л.",Шумит глухомань,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Ленинград,М,Семин,шумит глухомань
"Сергеев, М.","Волшебная галоша, или Необыкновенные приключения Вадима Смирнова, его лучшего друга Паши Кашкина и 33 невидимок из 117-й школы",NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Иркутск,М,Сергеев,волшебная галоша или необыкновенные приключения вадима смирнова его лучшего друга паши кашкина и 33 невидимок из 117 й школы
"Соловьева, М.",Неспокойное семейство,NA,1958-01-01,125000,TRUE,FALSE,FALSE,NA,Ленинград,Ж,Соловьева,неспокойное семейство
"Сотник, Ю.",Как я был самостоятельным,NA,1958-01-01,90000,TRUE,FALSE,FALSE,NA,Москва,М,Сотник,как я был самостоятельным
"Сулиманов, М.",Черная пещера,NA,1958-01-01,165000,TRUE,TRUE,FALSE,NA,Москва,М,Сулиманов,черная пещера
"Тартаковский, Б.",Моя обезьяна Зося,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Киев,М,Тартаковский,моя обезьяна зося
"Третьяков, Ю.",Осьминог,NA,1958-01-01,50000,FALSE,TRUE,FALSE,NA,Москва,М,Третьяков,осьминог
"Тумасов, Б.",Мишка-путешественник,NA,1958-01-01,30000,TRUE,TRUE,FALSE,NA,Краснодар,М,Тумасов,мишка путешественник
"Туренская, В.",Девятая,NA,1958-01-01,90000,FALSE,FALSE,TRUE,NA,Москва,Ж,Туренская,девятая
"Уреевский, А.",Аквариум,NA,1958-01-01,50000,TRUE,FALSE,FALSE,NA,Новосибирск,М,Уреевский,аквариум
"Федорин, Д.",Рыжая актриса,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Архангельск,М,Федорин,рыжая актриса
"Цуприк, Н.",Айка,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Челябинск,Ж,Цуприк,айка
"Цыбизов, В.",Необычайные происшествия в Пеньках,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,М,Цыбизов,необычайные происшествия в пеньках
"Чебаевский, Н.",Клад-озеро,NA,1958-01-01,165000,FALSE,TRUE,FALSE,NA,Москва,М,Чебаевский,клад озеро
"Черкасов, В.",Кружка молока,NA,1958-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,М,Черкасов,кружка молока
"Черкашина, М.",После уроков,NA,1958-01-01,30000,FALSE,TRUE,FALSE,NA,Владивосток,Ж,Черкашина,после уроков
"Чернышевская, Н.",Саратовский мальчик,NA,1958-01-01,15000,FALSE,FALSE,TRUE,NA,Саратов,Ж,Чернышевская,саратовский мальчик
"Чесноков, И.",Мечта зовет,NA,1958-01-01,15000,FALSE,TRUE,FALSE,NA,Ростов на Дону,М,Чесноков,мечта зовет
"Шаров, А.",Маленькие становятся большими (Друзья мои коммунары),NA,1958-01-01,200000,FALSE,TRUE,FALSE,NA,Москва,М,Шаров,маленькие становятся большими друзья мои коммунары
"Шишов, А.",Две подружки,NA,1958-01-01,30000,TRUE,FALSE,FALSE,NA,Калинин,М,Шишов,две подружки
"Шманкевич, А.",Большая Медведица,NA,1958-01-01,100000,TRUE,TRUE,FALSE,NA,Москва,М,Шманкевич,большая медведица
"Эмден, Э.",Приключения маленького актера,NA,1958-01-01,30000,TRUE,TRUE,FALSE,NA,Москва,Ж,Эмден,приключения маленького актера
"Алексин, А.",Важный звонок,NA,1959-01-01,225000,TRUE,FALSE,FALSE,NA,Москва,М,Алексин,важный звонок
"Алексин, А.",Говорит седьмой этаж,NA,1959-01-01,115000,TRUE,TRUE,FALSE,NA,Москва,М,Алексин,говорит седьмой этаж
"Алфёров, В.",На рыбалке,NA,1959-01-01,30000,FALSE,TRUE,FALSE,NA,Куйбышев,М,Алферов,на рыбалке
"Аметова, И; Аметова, Э.",Борька,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Владивосток,Ж;Ж,Аметова,борька
"Анисимова, А.",Голубое перо,NA,1959-01-01,90000,TRUE,FALSE,FALSE,NA,Пенза,Ж,Анисимова,голубое перо
"Аношкин, М.",Приключения Герки и Павлика на Увильдах,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Челябинск,М,Аношкин,приключения герки и павлика на увильдах
"Артищев, М.",Записки семиклассника,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Оренбург,М,Артищев,записки семиклассника
"Бедарев, О.",Мы с Витькой,NA,1959-01-01,30000,TRUE,FALSE,FALSE,NA,Москва,М,Бедарев,мы с витькой
"Берносевич, Г.",Старший брат,NA,1959-01-01,20000,TRUE,FALSE,FALSE,NA,Минск,Ж,Берносевич,старший брат
"Богушевич, Ю.",Дерево дружбы,NA,1959-01-01,50000,FALSE,TRUE,TRUE,NA,Минск,М,Богушевич,дерево дружбы
"Боричевская, Е.","Девятый ""Б""",NA,1959-01-01,20000,FALSE,FALSE,TRUE,NA,Минск,Ж,Боричевская,девятый б
"Бременер, М.",Передача ведётся из класса,NA,1959-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,М,Бременер,передача ведется из класса
"Гасенко, Г.",Дед Матвей и Вовка,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Ростов на Дону,М,Гасенко,дед матвей и вовка
"Гехт, С.",Три плова,NA,1959-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,М,Гехт,три плова
"Голявкин, В.",Тетрадки под дождём,NA,1959-01-01,11500,TRUE,FALSE,FALSE,NA,Ленинград,М,Голявкин,тетрадки под дождем
"Губарев, В.",Трое на острове,NA,1959-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,М,Губарев,трое на острове
"Давыдов, И.",Ребята с нашего двора,NA,1959-01-01,15000,TRUE,FALSE,FALSE,NA,Пенза,М,Давыдов,ребята с нашего двора
"Добряков, В.",Староста класса,NA,1959-01-01,30000,FALSE,TRUE,FALSE,NA,Киев,М,Добряков,староста класса
"Достян, Р.",Нежданный друг,NA,1959-01-01,215000,TRUE,FALSE,FALSE,NA,Ленинград,Ж,Достян,нежданный друг
"Дягилев, В.",Таня номер два,NA,1959-01-01,200000,TRUE,FALSE,FALSE,NA,Москва,М,Дягилев,таня номер два
"Езерская, Г.",Маринкины друзья,NA,1959-01-01,30000,TRUE,FALSE,FALSE,NA,Тула,Ж,Езерская,маринкины друзья
"Колосов, А.",Девочка из Полесья,NA,1959-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,М,Колосов,девочка из полесья
"Котовщикова, А.",Странная девочка,NA,1959-01-01,115000,TRUE,FALSE,FALSE,NA,Ленинград,Ж,Котовщикова,странная девочка
"Кукуев, Л.",Девчонкам и мальчишкам,NA,1959-01-01,30000,TRUE,FALSE,FALSE,NA,Иркутск,М,Кукуев,девчонкам и мальчишкам
"Куракин, П.",Далекая юность,NA,1959-01-01,90000,FALSE,FALSE,TRUE,NA,Ленинград,М,Куракин,далекая юность
"Лебедев, Ю.",Красный галстук,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Омск,М,Лебедев,красный галстук
"Ликстанов, И.",Безымянная слава,NA,1959-01-01,85000,FALSE,TRUE,FALSE,NA,Москва,М,Ликстанов,безымянная слава
"Люфанов, Е.",Помощники,NA,1959-01-01,115000,TRUE,FALSE,FALSE,NA,Ленинград,М,Люфанов,помощники
"Максимович, Н.",Клад,NA,1959-01-01,50000,TRUE,FALSE,FALSE,NA,Пермь,Ж,Максимович,клад
"Мамедов, М.",Карандаш,NA,1959-01-01,40000,TRUE,TRUE,FALSE,NA,Смоленск,М,Мамедов,карандаш
"Мандель, А.",Спор у ворот,NA,1959-01-01,25000,TRUE,FALSE,FALSE,NA,Орел,М,Мандель,спор у ворот
"Маслов, И.",Друзья,NA,1959-01-01,3000,FALSE,TRUE,FALSE,NA,Абакан,М,Маслов,друзья
"Махров, К.",Сердца первое волнение,NA,1959-01-01,30000,FALSE,FALSE,TRUE,NA,Пермь,М,Махров,сердца первое волнение
"Миронова, Д.",Потерянное детство,NA,1959-01-01,90000,TRUE,FALSE,FALSE,NA,Москва,Ж,Миронова,потерянное детство
"Михасенко, Г.",Кандаурские мальчишки,NA,1959-01-01,30000,FALSE,TRUE,FALSE,NA,Новосибирск,М,Михасенко,кандаурские мальчишки
"Морозов, В.",В разведку шёл мальчишка,NA,1959-01-01,130000,TRUE,TRUE,FALSE,NA,Москва,М,Морозов,в разведку шел мальчишка
"Москвин, Н.",След человека,NA,1959-01-01,90000,FALSE,FALSE,TRUE,NA,Москва,М,Москвин,след человека
"Мошковский, А.",Белые буруны,NA,1959-01-01,100000,FALSE,TRUE,FALSE,NA,Москва,М,Мошковский,белые буруны
"Мусатов, А.",Большая весна,NA,1959-01-01,100000,FALSE,TRUE,FALSE,NA,Москва,М,Мусатов,большая весна
